date,close,regime_signal_raw,regime_signal_fft,regime_signal_fused
2014-09-25,196.34,0,-1.0,0
2014-09-26,197.9,0,-1.0,0
2014-09-29,197.54,0,-1.0,0
2014-09-30,197.02,0,-1.0,0
2014-10-01,194.35,0,-1.0,0
2014-10-02,194.38,0,-1.0,0
2014-10-03,196.52,0,-1.0,0
2014-10-06,196.29,-1,-1.0,-1
2014-10-07,193.26,-1,0.0,0
2014-10-08,196.64,-1,0.0,0
2014-10-09,192.74,-1,1.0,0
2014-10-10,190.54,-1,1.0,0
2014-10-13,187.41,-1,1.0,0
2014-10-14,187.7,-1,1.0,0
2014-10-15,186.43,-1,1.0,0
2014-10-16,186.27,-1,1.0,0
2014-10-17,188.47,-1,1.0,0
2014-10-20,190.3,-1,1.0,0
2014-10-21,194.07,-1,1.0,0
2014-10-22,192.69,0,1.0,0
2014-10-23,194.93,0,1.0,0
2014-10-24,196.43,0,1.0,0
2014-10-27,196.16,1,1.0,1
2014-10-28,198.41,1,1.0,1
2014-10-29,198.11,1,1.0,1
2014-10-30,199.38,1,1.0,1
2014-10-31,201.66,1,1.0,1
2014-11-03,201.77,1,1.0,1
2014-11-04,201.07,1,1.0,1
2014-11-05,202.34,1,1.0,1
2014-11-06,203.15,1,1.0,1
2014-11-07,203.34,1,1.0,1
2014-11-10,203.98,1,1.0,1
2014-11-11,204.18,1,1.0,1
2014-11-12,203.96,1,1.0,1
2014-11-13,204.19,1,1.0,1
2014-11-14,204.24,1,1.0,1
2014-11-17,204.37,1,1.0,1
2014-11-18,205.55,1,1.0,1
2014-11-19,205.22,1,1.0,1
2014-11-20,205.58,1,1.0,1
2014-11-21,206.68,1,1.0,1
2014-11-24,207.26,1,1.0,1
2014-11-25,207.11,1,1.0,1
2014-11-26,207.64,1,1.0,1
2014-11-28,207.2,1,1.0,1
2014-12-01,205.76,1,1.0,1
2014-12-02,207.09,1,1.0,1
2014-12-03,207.89,1,1.0,1
2014-12-04,207.66,1,1.0,1
2014-12-05,208.0,1,1.0,1
2014-12-08,206.61,0,1.0,0
2014-12-09,206.47,0,1.0,0
2014-12-10,203.16,-1,1.0,0
2014-12-11,204.19,-1,1.0,0
2014-12-12,200.89,-1,1.0,0
2014-12-15,199.51,-1,1.0,0
2014-12-16,197.91,-1,1.0,0
2014-12-17,201.79,-1,1.0,0
2014-12-18,206.78,-1,1.0,0
2014-12-19,206.52,0,1.0,0
2014-12-22,207.47,0,1.0,0
2014-12-23,207.75,1,1.0,1
2014-12-24,207.77,1,1.0,1
2014-12-26,208.44,1,1.0,1
2014-12-29,208.72,0,1.0,0
2014-12-30,207.6,0,1.0,0
2014-12-31,205.54,0,1.0,0
2015-01-02,205.43,0,1.0,0
2015-01-05,201.72,-1,1.0,0
2015-01-06,199.82,-1,1.0,0
2015-01-07,202.31,-1,1.0,0
2015-01-08,205.9,-1,1.0,0
2015-01-09,204.25,-1,1.0,0
2015-01-12,202.65,-1,1.0,0
2015-01-13,202.08,-1,1.0,0
2015-01-14,200.86,-1,1.0,0
2015-01-15,199.02,-1,1.0,0
2015-01-16,201.63,-1,1.0,0
2015-01-20,202.06,0,1.0,0
2015-01-21,203.08,0,1.0,0
2015-01-22,206.1,-1,1.0,0
2015-01-23,204.97,-1,1.0,0
2015-01-26,205.45,-1,1.0,0
2015-01-27,202.74,-1,1.0,0
2015-01-28,200.14,-1,1.0,0
2015-01-29,201.99,-1,1.0,0
2015-01-30,199.45,-1,1.0,0
2015-02-02,201.92,-1,1.0,0
2015-02-03,204.84,0,1.0,0
2015-02-04,204.06,0,1.0,0
2015-02-05,206.12,0,1.0,0
2015-02-06,205.55,1,1.0,1
2015-02-09,204.63,1,1.0,1
2015-02-10,206.81,1,1.0,1
2015-02-11,206.93,1,1.0,1
2015-02-12,208.92,1,1.0,1
2015-02-13,209.78,1,1.0,1
2015-02-17,210.11,1,1.0,1
2015-02-18,210.13,1,1.0,1
2015-02-19,209.98,1,1.0,1
2015-02-20,211.24,1,1.0,1
2015-02-23,211.21,1,1.0,1
2015-02-24,211.81,1,1.0,1
2015-02-25,211.63,1,1.0,1
2015-02-26,211.38,1,1.0,1
2015-02-27,210.66,1,1.0,1
2015-03-02,211.99,1,1.0,1
2015-03-03,211.12,1,1.0,1
2015-03-04,210.23,1,1.0,1
2015-03-05,210.46,1,1.0,1
2015-03-06,207.5,0,1.0,0
2015-03-09,208.36,0,1.0,0
2015-03-10,204.98,0,1.0,0
2015-03-11,204.5,0,1.0,0
2015-03-12,207.1,0,1.0,0
2015-03-13,205.83,0,1.0,0
2015-03-16,208.58,0,1.0,0
2015-03-17,207.96,1,1.0,1
2015-03-18,210.46,1,1.0,1
2015-03-19,209.5,1,1.0,1
2015-03-20,210.41,1,1.0,1
2015-03-23,210.0,1,1.0,1
2015-03-24,208.82,1,1.0,1
2015-03-25,205.76,1,1.0,1
2015-03-26,205.27,1,1.0,1
2015-03-27,205.74,1,1.0,1
2015-03-30,208.25,1,1.0,1
2015-03-31,206.43,1,1.0,1
2015-04-01,205.7,1,1.0,1
2015-04-02,206.44,1,1.0,1
2015-04-06,207.83,1,1.0,1
2015-04-07,207.28,1,1.0,1
2015-04-08,207.98,1,1.0,1
2015-04-09,208.9,1,1.0,1
2015-04-10,210.04,1,1.0,1
2015-04-13,209.09,1,1.0,1
2015-04-14,209.49,1,1.0,1
2015-04-15,210.43,1,1.0,1
2015-04-16,210.37,1,1.0,1
2015-04-17,207.95,1,1.0,1
2015-04-20,209.85,1,1.0,1
2015-04-21,209.6,1,1.0,1
2015-04-22,210.63,1,1.0,1
2015-04-23,211.16,1,1.0,1
2015-04-24,211.65,1,1.0,1
2015-04-27,210.77,1,1.0,1
2015-04-28,211.44,1,1.0,1
2015-04-29,210.57,1,1.0,1
2015-04-30,208.46,1,1.0,1
2015-05-01,210.72,1,1.0,1
2015-05-04,211.32,1,1.0,1
2015-05-05,208.9,1,1.0,1
2015-05-06,208.04,1,1.0,1
2015-05-07,208.87,1,1.0,1
2015-05-08,211.62,1,1.0,1
2015-05-11,210.61,1,1.0,1
2015-05-12,209.98,1,1.0,1
2015-05-13,210.02,1,1.0,1
2015-05-14,212.21,1,1.0,1
2015-05-15,212.44,1,1.0,1
2015-05-18,213.1,1,1.0,1
2015-05-19,213.03,1,1.0,1
2015-05-20,212.88,1,1.0,1
2015-05-21,213.5,1,1.0,1
2015-05-22,212.99,1,1.0,1
2015-05-26,210.7,1,1.0,1
2015-05-27,212.7,1,1.0,1
2015-05-28,212.46,1,1.0,1
2015-05-29,211.14,1,1.0,1
2015-06-01,211.57,1,1.0,1
2015-06-02,211.36,1,1.0,1
2015-06-03,211.92,1,1.0,1
2015-06-04,210.13,1,1.0,1
2015-06-05,209.77,1,1.0,1
2015-06-08,208.42,1,1.0,1
2015-06-09,208.45,1,1.0,1
2015-06-10,210.96,1,1.0,1
2015-06-11,211.65,1,1.0,1
2015-06-12,209.93,1,1.0,1
2015-06-15,209.1,1,1.0,1
2015-06-16,210.25,1,1.0,1
2015-06-17,210.59,1,1.0,1
2015-06-18,212.71,1,1.0,1
2015-06-19,210.81,1,1.0,1
2015-06-22,211.89,1,1.0,1
2015-06-23,212.05,1,1.0,1
2015-06-24,210.51,1,1.0,1
2015-06-25,209.83,1,1.0,1
2015-06-26,209.9,0,1.0,0
2015-06-29,205.47,0,1.0,0
2015-06-30,205.89,0,1.0,0
2015-07-01,207.57,0,1.0,0
2015-07-02,207.32,0,1.0,0
2015-07-06,206.67,0,1.0,0
2015-07-07,208.01,0,1.0,0
2015-07-08,204.53,0,1.0,0
2015-07-09,204.8,1,1.0,1
2015-07-10,207.48,1,1.0,1
2015-07-13,209.76,1,1.0,1
2015-07-14,210.72,1,1.0,1
2015-07-15,210.63,1,1.0,1
2015-07-16,212.27,1,1.0,1
2015-07-17,212.47,1,1.0,1
2015-07-20,212.62,1,1.0,1
2015-07-21,211.76,1,1.0,1
2015-07-22,211.29,1,1.0,1
2015-07-23,210.14,1,1.0,1
2015-07-24,207.94,1,1.0,1
2015-07-27,206.74,1,1.0,1
2015-07-28,209.31,1,1.0,1
2015-07-29,210.77,1,1.0,1
2015-07-30,210.82,1,1.0,1
2015-07-31,210.45,1,1.0,1
2015-08-03,209.73,1,1.0,1
2015-08-04,209.32,1,1.0,1
2015-08-05,210.1,1,1.0,1
2015-08-06,208.35,1,1.0,1
2015-08-07,207.92,1,1.0,1
2015-08-10,210.63,1,0.0,0
2015-08-11,208.66,1,0.0,0
2015-08-12,208.92,1,-1.0,0
2015-08-13,208.7,1,-1.0,0
2015-08-14,209.36,1,-1.0,0
2015-08-17,210.56,1,-1.0,0
2015-08-18,209.93,0,-1.0,0
2015-08-19,208.28,0,-1.0,0
2015-08-20,204.01,-1,-1.0,-1
2015-08-21,197.63,-1,-1.0,-1
2015-08-24,189.5,-1,-1.0,-1
2015-08-25,187.23,-1,-1.0,-1
2015-08-26,194.68,-1,0.0,0
2015-08-27,199.16,-1,0.0,0
2015-08-28,199.24,-1,1.0,0
2015-08-31,197.54,-1,1.0,0
2015-09-01,191.77,-1,1.0,0
2015-09-02,195.41,-1,1.0,0
2015-09-03,195.65,-1,1.0,0
2015-09-04,192.59,-1,1.0,0
2015-09-08,197.46,-1,1.0,0
2015-09-09,194.76,-1,1.0,0
2015-09-10,195.85,-1,1.0,0
2015-09-11,196.74,-1,1.0,0
2015-09-14,195.98,-1,1.0,0
2015-09-15,198.45,-1,1.0,0
2015-09-16,200.14,-1,1.0,0
2015-09-17,199.7,-1,1.0,0
2015-09-18,195.36,-1,1.0,0
2015-09-21,196.44,-1,1.0,0
2015-09-22,193.9,-1,1.0,0
2015-09-23,193.6,-1,1.0,0
2015-09-24,192.93,-1,1.0,0
2015-09-25,192.87,-1,1.0,0
2015-09-28,187.91,-1,1.0,0
2015-09-29,188.08,-1,1.0,0
2015-09-30,191.59,-1,1.0,0
2015-10-01,192.13,-1,1.0,0
2015-10-02,195.0,-1,1.0,0
2015-10-05,198.47,-1,1.0,0
2015-10-06,197.79,0,1.0,0
2015-10-07,199.41,0,1.0,0
2015-10-08,201.21,0,1.0,0
2015-10-09,201.33,1,1.0,1
2015-10-12,201.52,1,1.0,1
2015-10-13,200.25,1,1.0,1
2015-10-14,199.29,1,1.0,1
2015-10-15,202.35,1,1.0,1
2015-10-16,203.27,1,1.0,1
2015-10-19,203.37,1,1.0,1
2015-10-20,203.11,1,1.0,1
2015-10-21,201.85,1,1.0,1
2015-10-22,205.21,1,1.0,1
2015-10-23,207.52,1,1.0,1
2015-10-26,206.99,1,1.0,1
2015-10-27,206.57,1,1.0,1
2015-10-28,208.94,1,1.0,1
2015-10-29,208.89,1,1.0,1
2015-10-30,207.93,1,1.0,1
2015-11-02,210.39,1,1.0,1
2015-11-03,211.0,1,1.0,1
2015-11-04,210.38,1,1.0,1
2015-11-05,210.15,1,1.0,1
2015-11-06,210.04,1,1.0,1
2015-11-09,208.08,1,1.0,1
2015-11-10,208.56,1,1.0,1
2015-11-11,207.74,1,1.0,1
2015-11-12,204.84,0,1.0,0
2015-11-13,202.54,0,1.0,0
2015-11-16,205.62,0,1.0,0
2015-11-17,205.47,0,1.0,0
2015-11-18,208.73,0,1.0,0
2015-11-19,208.55,1,1.0,1
2015-11-20,209.31,1,1.0,1
2015-11-23,209.07,1,1.0,1
2015-11-24,209.35,1,1.0,1
2015-11-25,209.32,1,1.0,1
2015-11-27,209.56,1,1.0,1
2015-11-30,208.69,0,1.0,0
2015-12-01,210.68,0,1.0,0
2015-12-02,208.53,0,1.0,0
2015-12-03,205.61,-1,1.0,0
2015-12-04,209.62,-1,1.0,0
2015-12-07,208.35,-1,1.0,0
2015-12-08,206.95,-1,1.0,0
2015-12-09,205.34,-1,1.0,0
2015-12-10,205.87,-1,1.0,0
2015-12-11,201.88,-1,1.0,0
2015-12-14,202.9,-1,1.0,0
2015-12-15,205.03,-1,1.0,0
2015-12-16,208.03,-1,1.0,0
2015-12-17,204.86,-1,1.0,0
2015-12-18,200.02,-1,1.0,0
2015-12-21,201.67,-1,1.0,0
2015-12-22,203.5,-1,1.0,0
2015-12-23,206.02,-1,1.0,0
2015-12-24,205.68,-1,1.0,0
2015-12-28,205.21,-1,0.0,0
2015-12-29,207.4,-1,0.0,0
2015-12-30,205.93,-1,-1.0,-1
2015-12-31,203.87,-1,-1.0,-1
2016-01-04,201.02,-1,-1.0,-1
2016-01-05,201.36,-1,-1.0,-1
2016-01-06,198.82,-1,-1.0,-1
2016-01-07,194.05,-1,-1.0,-1
2016-01-08,191.92,-1,-1.0,-1
2016-01-11,192.11,-1,-1.0,-1
2016-01-12,193.66,-1,-1.0,-1
2016-01-13,188.83,-1,-1.0,-1
2016-01-14,191.93,-1,-1.0,-1
2016-01-15,187.81,-1,0.0,0
2016-01-19,188.06,-1,0.0,0
2016-01-20,185.65,-1,1.0,0
2016-01-21,186.69,-1,1.0,0
2016-01-22,190.52,-1,1.0,0
2016-01-25,187.64,-1,1.0,0
2016-01-26,190.2,-1,1.0,0
2016-01-27,188.13,-1,1.0,0
2016-01-28,189.11,-1,1.0,0
2016-01-29,193.72,-1,1.0,0
2016-02-01,193.65,-1,1.0,0
2016-02-02,190.16,-1,1.0,0
2016-02-03,191.3,-1,1.0,0
2016-02-04,191.6,-1,1.0,0
2016-02-05,187.95,-1,1.0,0
2016-02-08,185.42,-1,1.0,0
2016-02-09,185.43,-1,1.0,0
2016-02-10,185.27,-1,1.0,0
2016-02-11,182.86,-1,1.0,0
2016-02-12,186.63,-1,1.0,0
2016-02-16,189.78,-1,1.0,0
2016-02-17,192.88,-1,1.0,0
2016-02-18,192.09,-1,1.0,0
2016-02-19,192.0,-1,1.0,0
2016-02-22,194.78,-1,1.0,0
2016-02-23,192.32,-1,1.0,0
2016-02-24,193.2,-1,1.0,0
2016-02-25,195.54,-1,1.0,0
2016-02-26,195.09,-1,1.0,0
2016-02-29,193.56,-1,1.0,0
2016-03-01,198.11,-1,1.0,0
2016-03-02,199.0,0,1.0,0
2016-03-03,199.78,1,1.0,1
2016-03-04,200.43,1,1.0,1
2016-03-07,200.59,1,1.0,1
2016-03-08,198.4,1,1.0,1
2016-03-09,199.38,1,1.0,1
2016-03-10,199.54,1,1.0,1
2016-03-11,202.76,1,1.0,1
2016-03-14,202.5,1,1.0,1
2016-03-15,202.17,1,1.0,1
2016-03-16,203.34,1,1.0,1
2016-03-17,204.63,1,1.0,1
2016-03-18,204.38,1,1.0,1
2016-03-21,204.67,1,1.0,1
2016-03-22,204.56,1,1.0,1
2016-03-23,203.21,1,1.0,1
2016-03-24,203.12,1,1.0,1
2016-03-28,203.24,1,1.0,1
2016-03-29,205.12,1,1.0,1
2016-03-30,206.02,1,1.0,1
2016-03-31,205.52,1,1.0,1
2016-04-01,206.92,1,1.0,1
2016-04-04,206.25,1,1.0,1
2016-04-05,204.19,1,1.0,1
2016-04-06,206.42,1,1.0,1
2016-04-07,203.95,1,1.0,1
2016-04-08,204.5,1,1.0,1
2016-04-11,204.02,1,1.0,1
2016-04-12,205.92,1,1.0,1
2016-04-13,208.0,1,1.0,1
2016-04-14,208.01,1,1.0,1
2016-04-15,207.78,1,1.0,1
2016-04-18,209.24,1,1.0,1
2016-04-19,209.9,1,1.0,1
2016-04-20,210.1,1,1.0,1
2016-04-21,208.97,1,1.0,1
2016-04-22,208.97,1,1.0,1
2016-04-25,208.61,1,1.0,1
2016-04-26,208.92,1,1.0,1
2016-04-27,209.35,1,1.0,1
2016-04-28,207.45,1,1.0,1
2016-04-29,206.33,1,1.0,1
2016-05-02,207.97,1,1.0,1
2016-05-03,206.16,1,1.0,1
2016-05-04,205.01,1,1.0,1
2016-05-05,204.97,1,1.0,1
2016-05-06,205.72,1,1.0,1
2016-05-09,205.89,1,1.0,1
2016-05-10,208.45,1,1.0,1
2016-05-11,206.5,1,1.0,1
2016-05-12,206.56,1,1.0,1
2016-05-13,204.76,1,1.0,1
2016-05-16,206.78,1,1.0,1
2016-05-17,204.85,1,1.0,1
2016-05-18,204.91,1,1.0,1
2016-05-19,204.2,1,1.0,1
2016-05-20,205.49,1,1.0,1
2016-05-23,205.21,1,1.0,1
2016-05-24,207.87,1,1.0,1
2016-05-25,209.28,1,1.0,1
2016-05-26,209.34,1,1.0,1
2016-05-27,210.24,1,1.0,1
2016-05-31,209.84,1,1.0,1
2016-06-01,210.27,1,1.0,1
2016-06-02,210.91,1,1.0,1
2016-06-03,210.28,1,1.0,1
2016-06-06,211.35,1,1.0,1
2016-06-07,211.68,1,1.0,1
2016-06-08,212.37,1,1.0,1
2016-06-09,212.08,1,1.0,1
2016-06-10,210.07,1,1.0,1
2016-06-13,208.45,1,1.0,1
2016-06-14,208.04,1,1.0,1
2016-06-15,207.75,1,1.0,1
2016-06-16,208.37,1,1.0,1
2016-06-17,206.52,1,1.0,1
2016-06-20,207.85,1,1.0,1
2016-06-21,208.44,1,1.0,1
2016-06-22,208.1,0,1.0,0
2016-06-23,210.81,0,1.0,0
2016-06-24,203.24,-1,1.0,0
2016-06-27,199.6,-1,1.0,0
2016-06-28,203.2,-1,1.0,0
2016-06-29,206.66,-1,1.0,0
2016-06-30,209.48,-1,1.0,0
2016-07-01,209.92,0,1.0,0
2016-07-05,208.41,0,1.0,0
2016-07-06,209.66,1,1.0,1
2016-07-07,209.53,1,1.0,1
2016-07-08,212.65,1,1.0,1
2016-07-11,213.4,1,1.0,1
2016-07-12,214.95,1,1.0,1
2016-07-13,214.92,1,1.0,1
2016-07-14,216.12,1,1.0,1
2016-07-15,215.83,1,1.0,1
2016-07-18,216.41,1,1.0,1
2016-07-19,216.19,1,1.0,1
2016-07-20,217.09,1,1.0,1
2016-07-21,216.27,1,1.0,1
2016-07-22,217.24,1,1.0,1
2016-07-25,216.65,1,1.0,1
2016-07-26,216.75,1,1.0,1
2016-07-27,216.52,1,1.0,1
2016-07-28,216.77,1,1.0,1
2016-07-29,217.12,1,1.0,1
2016-08-01,216.94,1,1.0,1
2016-08-02,215.55,1,1.0,1
2016-08-03,216.18,1,1.0,1
2016-08-04,216.41,1,1.0,1
2016-08-05,218.18,1,1.0,1
2016-08-08,218.05,1,1.0,1
2016-08-09,218.18,1,1.0,1
2016-08-10,217.64,1,1.0,1
2016-08-11,218.65,1,1.0,1
2016-08-12,218.46,1,1.0,1
2016-08-15,219.09,1,1.0,1
2016-08-16,217.96,1,1.0,1
2016-08-17,218.37,1,1.0,1
2016-08-18,218.86,1,1.0,1
2016-08-19,218.54,1,1.0,1
2016-08-22,218.53,1,1.0,1
2016-08-23,218.97,1,1.0,1
2016-08-24,217.85,1,1.0,1
2016-08-25,217.7,1,1.0,1
2016-08-26,217.29,1,1.0,1
2016-08-29,218.36,1,1.0,1
2016-08-30,218.0,1,1.0,1
2016-08-31,217.38,1,1.0,1
2016-09-01,217.39,1,1.0,1
2016-09-02,218.37,1,1.0,1
2016-09-06,219.03,1,1.0,1
2016-09-07,219.01,1,1.0,1
2016-09-08,218.51,0,1.0,0
2016-09-09,213.28,-1,1.0,0
2016-09-12,216.34,-1,1.0,0
2016-09-13,213.23,-1,1.0,0
2016-09-14,213.15,0,1.0,0
2016-09-15,215.28,0,1.0,0
2016-09-16,213.37,0,1.0,0
2016-09-19,213.41,1,1.0,1
2016-09-20,213.42,1,1.0,1
2016-09-21,215.82,1,1.0,1
2016-09-22,217.18,1,1.0,1
2016-09-23,215.99,1,1.0,1
2016-09-26,214.24,1,1.0,1
2016-09-27,215.57,1,1.0,1
2016-09-28,216.64,1,1.0,1
2016-09-29,214.68,1,1.0,1
2016-09-30,216.3,1,1.0,1
2016-10-03,215.78,1,1.0,1
2016-10-04,214.68,1,1.0,1
2016-10-05,215.63,1,1.0,1
2016-10-06,215.78,1,1.0,1
2016-10-07,215.04,1,1.0,1
2016-10-10,216.16,1,1.0,1
2016-10-11,213.43,1,1.0,1
2016-10-12,213.71,1,1.0,1
2016-10-13,213.01,1,1.0,1
2016-10-14,213.12,1,1.0,1
2016-10-17,212.38,1,1.0,1
2016-10-18,213.71,1,1.0,1
2016-10-19,214.28,1,1.0,1
2016-10-20,213.88,1,1.0,1
2016-10-21,213.98,1,1.0,1
2016-10-24,214.89,1,1.0,1
2016-10-25,214.17,1,1.0,1
2016-10-26,213.74,1,1.0,1
2016-10-27,213.17,1,1.0,1
2016-10-28,212.54,1,1.0,1
2016-10-31,212.55,1,1.0,1
2016-11-01,211.01,1,1.0,1
2016-11-02,209.74,1,1.0,1
2016-11-03,208.78,1,1.0,1
2016-11-04,208.55,1,1.0,1
